Job Title,Company,Company Rating,Job Snippet,Location,Salary
Data Scientist (remote),ViacomCBS,3.9,"
Experience implementing and deploying statistics and machine learning models.
Knowledge of a variety of machine learning techniques (clustering, regression,…
","Remote in New York, NY",Full-time
Lead Data Engineer,DeepHealth,N/A,"
This role is critical for the timely development of machine learning models and the evaluation of clinical products.
Manage data-related software systems.
","Cambridge, MA",N/A
Research Fellow - AI,Mayo Clinic,4.0,"
Experience building systems based on machine learning (especially deep learning) methods.
Develop highly scalable algorithms based on state-of-the-art machine…
","Rochester, MN",Temporary +1
Performance Engineer,Apple,4.2,"
Moving beyond just graphics, Metal 2 provides deep support for GPU-accelerated machine learning and offers improved developer tools that make it even easier to…
","Cupertino, CA+8 locations",N/A
"newProduct Designer, Data Insights & Visualization",Netflix,3.9,"
Create simple, intuitive product experiences for complex data insights and workflows in the realm of data science, machine learning, and API services.
",Remote,N/A
newEngineer,TCS,3.7,"
Experience applying machine learning models for large data volumes, text mining and image mining.
4+ years of experience designing or building AI/ML systems…
","Bloomfield, CT",N/A
COMPUTER SCIENTIST - ENGINEER - RESEARCH ENGINEER - MEDICAL...,Southwest Research Institute,4.0,"
Stay current with state-of-the-art machine learning techniques and provide innovative ideas and approaches to solve challenging problems.
","San Antonio, TX 78238+15 locations",N/A
Mid Level Machine Learning (AI/ML) Engineer,Ardent,N/A,"
Familiar with major machine learning algorithms.
Experience in machine learning, deep learning, information retrieval, natural language processing or data…
","Remote in Washington, DC",N/A
Research and Development Computer Scientist,Radiance Technologies Inc.,4.3,"
Knowledge of the any of the following topic areas: expert systems, knowledge representation, machine learning, database theory, query languages, formal…
","Huntsville, AL",Full-time
Deep Learning Compiler Engineer,Annapurna Labs (U.S.) Inc.,3.5,"
Experience optimizing Tensorflow, PyTorch, or MxNET deep learning models.
AWS Neuron is an SDK that optimizes the performance of complex neural net models…
","Cupertino, CA+15 locations",Full-time
Director of Data Science - Experimentation and Machine Learn...,Cedar Inc,3.5,"
Deep understanding of statistical and machine learning methods.
Experience successfully leading a team of data scientists and ML engineers.
","New York, NY",Full-time
newResearch Scientist - Electrical Engineer,Vitro Flat Glass LLC,3.4,"
Industrial or other post-Ph.D. experience in first-principles or continuum modeling, or AI / machine learning in device design and process development is a…
","Cheswick, PA 15024",Full-time
EDP - Firmware Engineer,Milwaukee Electric Tool Corporation,3.7,"
And we're pushing the limits in firmware engineering, power electronics, embedded systems, machine learning, and the use of artificial intelligence.
","Brookfield, WI 53005+15 locations",Full-time
ML Engineer-AI,Relativity,3.3,"
Run machine learning tests and experiments.
Experience training and deploying machine learning models.
Fluent in programming languages suitable to implement big…
",Remote,Full-time
"AI/ML - Machine Learning R&D Scientist, Machine Translation",Apple,4.2,"
Experience with machine learning technologies for speech recognition (ideally in the context of speech translation).
","Cupertino, CA+4 locations",N/A
newUser Researcher 2,Microsoft,4.2,"
We are looking for an experienced User Researcher who’s highly skilled in creating user journeys and working with multiple types of users, including Developers…
","Remote in Redmond, WA+2 locations",Full-time
Senior Machine Learning Engineer,Workday,4.0,"
Experience building and productionizing applied machine learning products.
Lead exploration, design and execution of machine learning models and frameworks that…
","Boulder, CO 80301+3 locations","$141,100 a year"
Machine Learning Engineer,Varen Technologies,4.4,"
Extensive experience deploying machine learning models into production in a cloud based environment (AWS preferred).
No two days are alike.
","McLean, VA 22106",N/A
Software Engineer - Data,Obsidian Security,N/A,"
You are a strong, analytically inclined engineer who loves solving complex problems using data.
The leadership team includes innovators from AWS, Carbon Black,…
","Redwood City, CA 94063",Full-time
newMachine Learning Engineer,LiveAction,N/A,"
The product line comprises containerized software packages for network traffic analysis (NTA) / network detection and remediation (NDR), and streaming machine…
","Bethesda, MD 20814",Full-time
Principal Ai Scientist - Computer Vision (Advanced Machine L...,TARGET,3.6,"
Create classic and deep models for CV and NLP; and develop (training/inference) code involving deep learning, transfer learning, hyper parameter tuning.
","Minneapolis, MN 55403 (Downtown West area)+3 locations",Full-time
Lead Machine Learning Engineer,Athenahealth,3.7,"
We’re currently seeking software and DevOps/SRE engineers with experience building cloud-based software and data analytics platforms, as well as data scientists…
","Watertown, MA+1 location",Full-time
Robotics Software Engineer,The Toro Company,3.6,"
Experience in machine learning desired.
This employee develops new embedded software for machine automation, machine learning and other software applications.
","Perry, OK",Full-time
Data Science Engineer I,GSK,4.1,"
Experience in the development of interpretable machine learning to production using a programming language such as Python or R.
","Collegeville, PA 19426+3 locations",N/A
Software Engineer,Govini,2.5,"
You'll be a core member of our product team in helping our clients displace time-consuming, manual processes to reach informed real-time decisions about…
","Pittsburgh, PA",Full-time
Data Scientist / Data Science Engineer I - Early Career Deve...,Nabors Industries,3.9,"
This rotational program will provide access to advance your knowledge and skills in high-profile roles within the ECDP program.
","Houston, TX 77067 (Greenspoint area)",N/A
Part-Time Student-Data Engineer-Intelligent Solutions Group-...,John Deere,4.0,"
Work with Computer Vision Machine Learning (CVML) engineers, Product Verification & Validations (PV&V) engineers, software engineers, and labelers to produce…
",Hybrid remote in Iowa,Part-time +1
Platform Engineer - Data Science and Machine Learning,Thrasio,N/A,"
Optimizing compute resources for data science and machine learning models, services and pipelines such as runtime and memory usage.
",+4 locationsRemote,Full-time
"Staff Data Scientist, Machine Learning",Varo Money,3.3,"
Leverage large data sets from different sources, and use advanced modeling techniques such as XGBOOST, recurrent neural networks, reinforcement learning to…
",+3 locationsRemote,Full-time
Research Scientist II,Amazon.com Services LLC,3.5,"
Experience formulating and solving predictive modeling, machine learning, forecasting or statistical modeling problems.
","Arlington, VA+13 locations",Full-time
"Data Scientist, Data Quality",Numerator,3.6,"
Proficient in training and testing unsupervised and supervised machine learning algorithms and preventing data leakage.
Applicant’s experience must include:
","Chicago, IL",Full-time
Sr. Machine Learning Engineer,FlexIT Inc,N/A,"
Familiar Expertise with applied data science methods and machine learning algorithms.
Working experience with Python, Pyspark, Machine learning and deep…
","Beaverton, OR 97005 (Central Beaverton area)",Full-time
"Staff Applied Research Scientist, Perception",Cruise,2.8,"
PhD in machine learning, computer vision, or robotics vision.
PhD / MS degree in computer vision, machine learning or a related field with multiple research…
","San Francisco, CA+1 location",N/A
Entry Level Data Analyst,FieldLevel,N/A,"
Assist data engineers with pipeline construction.
Unlimited vacation policy - in fact we encourage team members to take at least 3 weeks off a year.
",Remote in California,N/A
Mobile Automation Tester,ION,3.9,"
Work with development engineers to track down defects.
The Mobile Automation Tester will play a critical role on testing iOS and Android applications in an…
","New York, NY",Full-time
newAI Scientist,Prescriptive Data,N/A,"
Experience and knowledge of ML/AI including Bayesian networks, Reinforcement learning, Manifold learning, etc.
Great medical and dental benefits.
","New York, NY",Full-time
